TARGET;NAME_CONTRACT_TYPE;CODE_GENDER;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;AMT_CREDIT;NAME_INCOME_TYPE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;ORGANIZATION_TYPE;REGION_RATING_CLIENT;OCCUPATION_TYPE;APARTMENTS_AVG;BASEMENTAREA_AVG;YEARS_BUILD_AVG;COMMONAREA_AVG;ENTRANCES_AVG;LANDAREA_AVG
0;Cash loans;F;N;0;90000;1350000;State servant;Incomplete higher;Married;Municipal apartment;Government;1;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;180000;1125000;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Cooking staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;135000;208512;Working;Secondary / secondary special;Married;House / apartment;Industry: type 1;3;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;216000;1170000;Working;Secondary / secondary special;Married;House / apartment;Industry: type 3;2;Laborers;0.2351;0.0567;0.7348;0.1808;0.0345;0.0241
0;Cash loans;M;N;0;135000;270000;Working;Secondary / secondary special;Married;House / apartment;Transport: type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;135000;135000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;189000;675000;Commercial associate;Higher education;Married;House / apartment;Other;2;Managers;0.101;NA;NA;NA;0.1379;NA
1;Cash loans;F;Y;1;135000;462694.5;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;76500;203760;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;2;NA;0.0186;0;0.7484;0.0013;0.069;0.0068
0;Cash loans;M;N;0;135000;675040.5;Working;Secondary / secondary special;Single / not married;With parents;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
1;Cash loans;F;N;0;157500;792162;Commercial associate;Higher education;Single / not married;With parents;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;144000;643500;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;157500;1215000;Commercial associate;Secondary / secondary special;Married;House / apartment;Trade: type 6;2;Medicine staff;0.1144;0.0509;0.9592;0.0524;0.0345;0.0103
0;Cash loans;F;Y;1;112500;101880;Working;Secondary / secondary special;Married;House / apartment;Government;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;202500;526491;Working;Higher education;Civil marriage;House / apartment;Business Entity Type 2;1;High skill tech staff;0.218;0.1186;0.8028;NA;0.0862;0.0488
0;Cash loans;F;Y;0;112500;432661.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0742;0.0611;0.8436;0.0523;0.069;0.0498
0;Cash loans;M;Y;0;157500;400500;State servant;Secondary / secondary special;Married;House / apartment;Security Ministries;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;225000;1144053;Commercial associate;Higher education;Married;House / apartment;Services;2;Managers;NA;NA;NA;NA;0.0345;0.0169
0;Cash loans;F;Y;3;270000;314055;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;54000;49455;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;215865;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Trade: type 1;2;Sales staff;0.1835;0.1135;0.7416;0.0338;0.1724;0.0711
0;Cash loans;F;Y;0;157500;472500;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;0;112500;675000;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;3;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;225000;720000;Commercial associate;Higher education;Single / not married;House / apartment;Transport: type 1;2;Core staff;0.0773;0.0693;0.7484;0.0573;0.1724;0.0675
0;Cash loans;M;Y;0;157500;567000;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;72000;631332;Working;Secondary / secondary special;Married;House / apartment;Self-employed;3;Sales staff;0.0113;NA;NA;NA;0.1034;NA
0;Cash loans;M;N;2;90000;675000;State servant;Secondary / secondary special;Married;House / apartment;Other;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;157500;331920;Working;Secondary / secondary special;Single / not married;With parents;Other;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;225000;654498;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;NA;0.2216;0.1436;NA;NA;0.2069;0
0;Revolving loans;M;Y;1;180000;180000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;Laborers;0.1485;0.0656;0.7824;0.3082;0.1379;0.1107
0;Cash loans;M;N;1;180000;1391418;Working;Secondary / secondary special;Separated;Municipal apartment;Industry: type 9;3;Laborers;0.1227;0.0788;0.7552;0.0403;0.2759;0.1114
1;Cash loans;F;Y;0;135000;76752;Working;Secondary / secondary special;Single / not married;House / apartment;Self-employed;3;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;202500;173092.5;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;0.0577;0.0749;NA;NA;0.1034;0
0;Revolving loans;M;Y;0;180000;450000;Working;Secondary / secondary special;Civil marriage;House / apartment;Industry: type 11;1;High skill tech staff;0.0082;0;0.5444;0.0017;0.069;NA
0;Cash loans;M;N;4;180000;691020;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;135000;521280;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;153000;270000;State servant;Secondary / secondary special;Single / not married;With parents;Medicine;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;112500;781920;Working;Secondary / secondary special;Separated;House / apartment;Self-employed;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;117000;152820;Working;Secondary / secondary special;Widow;House / apartment;Business Entity Type 3;3;NA;0.0825;0.0631;0.6736;0.1028;0.1379;0.0249
0;Cash loans;F;N;0;225000;269550;Commercial associate;Higher education;Married;House / apartment;Trade: type 7;2;Sales staff;0.101;0.1058;NA;NA;0.2759;0.1108
0;Revolving loans;M;Y;1;90000;180000;Working;Higher education;Married;House / apartment;Industry: type 9;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;225000;1303812;State servant;Secondary / secondary special;Single / not married;House / apartment;Other;2;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;371862;Commercial associate;Secondary / secondary special;Married;Office apartment;Transport: type 4;2;Laborers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;0;81000;314100;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
1;Cash loans;M;N;0;225000;675000;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;72000;808650;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;135000;270000;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;99000;728460;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;81000;545040;Working;Secondary / secondary special;Married;House / apartment;Culture;2;Waiters/barmen staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;2;144000;180000;Commercial associate;Secondary / secondary special;Married;House / apartment;Trade: type 7;3;Sales staff;0.0701;0.0874;0.7348;0.0059;0.1379;0.0564
0;Cash loans;M;Y;0;270000;1078200;Working;Higher education;Single / not married;House / apartment;Business Entity Type 3;2;Accountants;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;225000;840951;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;292500;675000;Working;Secondary / secondary special;Married;House / apartment;Construction;2;Laborers;0.0773;0;NA;NA;0.1724;0.0186
0;Revolving loans;F;Y;1;112500;540000;Working;Secondary / secondary special;Married;With parents;Self-employed;2;Sales staff;0.0165;NA;NA;NA;0.0345;NA
0;Cash loans;F;N;1;157500;584766;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Other;2;Laborers;0.0186;0.045;0.7552;0.0316;0.1034;0.0178
0;Cash loans;F;Y;1;202500;1288350;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 2;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;90000;161730;Working;Secondary / secondary special;Married;House / apartment;Agriculture;2;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;180000;523237.5;Working;Secondary / secondary special;Married;House / apartment;Transport: type 4;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;225000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.1485;NA;NA;NA;0.0345;NA
0;Cash loans;M;N;0;202500;900000;Commercial associate;Incomplete higher;Civil marriage;House / apartment;Self-employed;3;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;1029658.5;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 2;2;Laborers;0.0371;0;0.5512;0.006;0.1034;0.0345
0;Cash loans;F;Y;0;90000;94230;State servant;Secondary / secondary special;Civil marriage;House / apartment;Other;2;Medicine staff;0.0495;0.0622;NA;NA;0.1034;0.062
0;Cash loans;F;Y;0;67500;646920;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;112500;448056;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;90000;709879.5;Working;Secondary / secondary special;Single / not married;With parents;Other;2;High skill tech staff;0.0371;NA;NA;NA;0.069;0.0033
0;Cash loans;M;Y;1;135000;152820;Working;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;3;Drivers;0.0021;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;60750;135000;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;Sales staff;0.0825;0.0645;0.6872;0.0297;0.1379;0.0665
0;Cash loans;F;Y;1;58500;585000;State servant;Secondary / secondary special;Married;House / apartment;Medicine;2;High skill tech staff;0.0495;NA;NA;NA;0.1379;0.0323
0;Cash loans;M;N;0;225000;900000;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Security staff;0.2753;0.1691;0.9456;0.1554;0.2414;0.1227
0;Revolving loans;F;Y;1;72000;202500;Working;Higher education;Single / not married;House / apartment;Business Entity Type 3;2;NA;0.099;0.1198;0.7008;0.0101;0.2069;0.0247
0;Cash loans;M;Y;0;90000;74628;Commercial associate;Secondary / secondary special;Separated;House / apartment;Security;2;Security staff;0.0722;0.0846;NA;NA;0.1379;0.1141
0;Cash loans;F;Y;0;270000;1687266;Commercial associate;Secondary / secondary special;Married;House / apartment;Kindergarten;1;Drivers;0.1485;0.0102;0.8164;NA;0.0345;0.0892
0;Cash loans;M;Y;0;112500;474048;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Drivers;0.0082;NA;0.422;NA;0.0345;0.0392
0;Cash loans;M;Y;0;225000;630000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;0;157500;1890000;Working;Higher education;Married;House / apartment;Other;2;NA;0.0907;0.0455;0.8096;0.0253;0.0345;0.0479
0;Revolving loans;M;N;0;315000;810000;Working;Higher education;Married;House / apartment;Police;2;Managers;0.1485;0.1116;0.7959999999999999;0.0235;0.1379;0.0508
0;Cash loans;F;Y;0;54000;409500;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;180000;904500;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;XNA;2;NA;0.1113;0.0707;0.7824;0.0773;0.1034;0.0998
0;Cash loans;F;N;0;180000;1354500;Commercial associate;Higher education;Married;House / apartment;Trade: type 2;2;Core staff;0.0247;0;0.6736;0.0021;0.1034;0.0109
0;Cash loans;M;N;0;135000;1215000;Working;Secondary / secondary special;Married;House / apartment;Construction;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;327024;Working;Secondary / secondary special;Married;House / apartment;Trade: type 7;2;Sales staff;0.132;0.0593;NA;NA;0.069;NA
0;Cash loans;F;Y;0;225000;450000;Commercial associate;Incomplete higher;Married;House / apartment;Industry: type 9;2;Accountants;NA;NA;NA;NA;NA;NA
1;Cash loans;M;N;0;180000;225000;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;NA;0.3093;0.2333;0.8572;0.0668;0.4828;0.3409
0;Cash loans;F;Y;0;90000;601470;Working;Secondary / secondary special;Married;House / apartment;Medicine;2;NA;0.0784;0.0904;0.8232;0.0132;0.1724;0.0787
0;Cash loans;M;Y;0;157500;837000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 2;2;Laborers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;1;135000;778500;Commercial associate;Secondary / secondary special;Married;House / apartment;Restaurant;3;Cooking staff;0.0165;0;0.456;0.0014;0.069;0.0176
0;Cash loans;F;N;0;90000;303489;Working;Secondary / secondary special;Married;House / apartment;Other;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;3;225000;1078200;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 1;1;Managers;0.1481;0.1219;0.7076;0.0202;0.2183;0.1461
0;Cash loans;F;Y;0;270000;900000;Commercial associate;Secondary / secondary special;Married;House / apartment;Trade: type 7;3;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;270000;135000;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
1;Revolving loans;F;Y;1;180000;450000;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;High skill tech staff;NA;0.0757;0.3404;0.0057;0.1034;0.0201
0;Cash loans;F;N;0;387000;2114532;Commercial associate;Higher education;Separated;House / apartment;Other;2;Accountants;0.067;0.0528;0.5648;0.0074;0.1724;0.0572
0;Cash loans;F;Y;2;225000;906615;Working;Higher education;Married;House / apartment;Self-employed;1;Accountants;0.0619;0.0742;0.8096;0.0096;0.1379;0.066
0;Cash loans;F;Y;1;225000;1006920;Working;Incomplete higher;Married;House / apartment;Business Entity Type 1;2;NA;0.0619;0.0842;0.9116;NA;0.1034;NA
0;Cash loans;F;Y;0;225000;961609.5;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;Sales staff;0.5227;0.1837;0.9796;0.2725;0.2759;0.1899
0;Cash loans;F;Y;3;202500;423000;Working;Higher education;Married;House / apartment;Other;2;Accountants;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;202500;539100;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;157500;679500;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Medicine staff;NA;NA;NA;NA;0.4483;NA
0;Cash loans;M;N;0;180000;900000;Working;Higher education;Married;House / apartment;Trade: type 7;2;Managers;0.1649;0.1424;0.7212;0.202;0.2759;0.1735
0;Cash loans;F;N;0;157500;450000;Working;Higher education;Married;House / apartment;Business Entity Type 3;2;Accountants;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;675000;1113840;Working;Higher education;Single / not married;House / apartment;Business Entity Type 3;2;Accountants;0.2546;0.3468;0.8844;0.073;0.2414;0.2359
0;Revolving loans;F;N;0;112500;270000;Working;Secondary / secondary special;Married;With parents;Self-employed;2;Accountants;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;1;135000;522000;State servant;Higher education;Civil marriage;House / apartment;Police;2;NA;0.2144;0.1109;0.8096;0.0911;0.1379;0.0736
0;Cash loans;F;Y;0;135000;765261;State servant;Secondary / secondary special;Married;House / apartment;Other;3;NA;0.0619;NA;0.7144;NA;0.1379;0
0;Cash loans;M;Y;0;292500;1762110;Commercial associate;Higher education;Separated;House / apartment;Business Entity Type 3;2;Sales staff;0.0928;0.0923;NA;NA;0.2069;0.0348
0;Cash loans;M;N;0;90000;314100;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 2;3;Drivers;0.0742;0.0555;NA;NA;0.069;0.0337
0;Cash loans;F;Y;0;157500;318528;Working;Secondary / secondary special;Single / not married;House / apartment;Medicine;3;Medicine staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;135000;270000;Working;Secondary / secondary special;Married;House / apartment;Medicine;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;2;225000;215640;Commercial associate;Higher education;Married;House / apartment;Trade: type 7;3;Managers;0.0647;0.0501;NA;NA;0.069;0.1277
0;Revolving loans;M;Y;1;135000;540000;Working;Secondary / secondary special;Married;House / apartment;Other;2;NA;0.0515;0.0607;NA;NA;0.1379;0.1715
0;Cash loans;M;Y;0;382500;675000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;81000;521280;Working;Higher education;Married;With parents;Business Entity Type 1;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;202500;1800000;Working;Secondary / secondary special;Married;House / apartment;Postal;2;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;67500;112068;Pensioner;Incomplete higher;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;225000;1488159;Pensioner;Higher education;Married;House / apartment;XNA;3;NA;0.0619;0.0816;0.762;0.0109;0.1034;NA
0;Revolving loans;F;N;0;135000;337500;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;2;NA;0.0996;0.0719;0.8232;0.016;0.1241;0.0663
0;Revolving loans;F;N;0;121500;135000;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;117000;900000;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;225000;545040;Commercial associate;Secondary / secondary special;Married;Municipal apartment;Business Entity Type 3;1;NA;0.1117;0.0962;NA;NA;0.1507;0
0;Cash loans;F;Y;1;112500;733315.5;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;0.0082;NA;NA;NA;0.0345;NA
0;Cash loans;F;Y;0;225000;52128;Commercial associate;Higher education;Civil marriage;House / apartment;Business Entity Type 3;1;Sales staff;0.0619;0;NA;NA;0.1034;0.0608
0;Cash loans;M;Y;0;135000;497520;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0856;NA;NA;NA;0.1586;NA
0;Cash loans;F;N;0;157500;595903.5;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Security staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;247500;1237500;Commercial associate;Higher education;Married;House / apartment;Security Ministries;3;NA;0.0536;0.0264;0.7552;0.0087;0.0345;0.0439
0;Cash loans;F;Y;0;225000;783927;Commercial associate;Higher education;Married;House / apartment;Realtor;2;Sales staff;0.2313;0.1114;0.7959999999999999;0.0323;0.2069;0.0355
